sep=,
"Time","iowait","irq","nice","softirq","steal","system","user"
2023-02-08 01:34:45,0%,0%,0%,0%,0%,0.0500%,0.125%
2023-02-08 01:35:00,0%,0%,0%,0%,0%,0.0250%,0.0250%
2023-02-08 01:35:15,0%,0%,0%,0%,0.0500%,0.1000%,0.0500%
2023-02-08 01:35:30,0%,0%,0%,0%,0%,0.0250%,0.0250%
2023-02-08 01:35:45,0%,0%,0%,0%,0%,0.0500%,0.0500%
2023-02-08 01:36:00,0%,0%,0%,0%,0%,0.0750%,0.0500%
2023-02-08 01:36:15,0%,0%,0%,0.0250%,0.0250%,0.0500%,0.0250%
2023-02-08 01:36:30,0%,0%,0%,0%,0.0500%,0%,0%
2023-02-08 01:36:45,0%,0%,0%,0%,0.0250%,0.0250%,0.150%
2023-02-08 01:37:00,0%,0%,0%,0%,0%,0%,0.0500%
2023-02-08 01:37:15,0%,0%,0%,0%,0.0250%,0%,0.0250%
2023-02-08 01:37:30,0%,0%,0%,0.0250%,0%,0.100%,0.0500%
2023-02-08 01:37:45,0%,0%,0%,0%,0%,0%,0.0500%
2023-02-08 01:38:00,0%,0%,0%,0%,0.0250%,0.0500%,0%
2023-02-08 01:38:15,0%,0%,0%,0%,0.0500%,0.0500%,0.125%
2023-02-08 01:38:30,0%,0%,0%,0%,0%,0%,0.0500%
2023-02-08 01:38:45,0%,0%,0%,0%,0%,0.0500%,0.0750%
2023-02-08 01:39:00,0%,0%,0%,0%,0.0250%,0.0500%,0.0500%
2023-02-08 01:39:15,0%,0%,0%,0%,0%,0.0500%,0.0750%
2023-02-08 01:39:30,0%,0%,0%,0%,0.0250%,0.0750%,0.0250%
2023-02-08 01:39:45,0%,0%,0%,0%,0%,0.0250%,0.1000%
2023-02-08 01:40:00,0%,0%,0%,0%,0.0250%,0.0500%,0.0250%
2023-02-08 01:40:15,0%,0%,0%,0%,0%,0.0500%,0.0500%
2023-02-08 01:40:30,0%,0%,0%,0%,0.0250%,0.0500%,0.0500%
2023-02-08 01:40:45,0%,0%,0%,0%,0%,0.100%,0.1000%
2023-02-08 01:41:00,0%,0%,0%,0%,0.0750%,0.0750%,0.0750%
2023-02-08 01:41:15,0%,0%,0%,0%,0%,0.0500%,0.0750%
2023-02-08 01:41:30,0%,0%,0%,0%,0%,0.0750%,0.0500%
2023-02-08 01:41:45,0%,0%,0%,0%,0%,0.0500%,0.0500%
2023-02-08 01:42:00,0%,0%,0%,0%,0.0250%,0.0500%,0.0500%
2023-02-08 01:42:15,0%,0%,0%,0%,0.0250%,0%,0.1000%
2023-02-08 01:42:30,0%,0%,0%,0%,0.0250%,0.0750%,0.0750%
2023-02-08 01:42:45,0%,0%,0%,0%,0%,0.0750%,0.125%
2023-02-08 01:43:00,0%,0%,0%,0%,0%,0.0750%,0.0250%
2023-02-08 01:43:15,0%,0%,0%,0%,0%,0.0250%,0.0750%
2023-02-08 01:43:30,0%,0%,0%,0%,0%,0.0250%,0.0250%
2023-02-08 01:43:45,0%,0%,0%,0%,0%,0.0500%,0.0750%
2023-02-08 01:44:00,0%,0%,0%,0%,0%,0.0500%,0%
2023-02-08 01:44:15,0%,0%,0%,0%,0.0500%,0.0250%,0.1000%
2023-02-08 01:44:30,0%,0%,0%,0%,0.0250%,0.0500%,0.0250%
2023-02-08 01:44:45,0%,0%,0%,0.0250%,0%,0.0750%,0.0750%
2023-02-08 01:45:00,0%,0%,0%,0%,0%,0.0750%,0.0500%

